Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File,Industry/ Vertical,Sub-Vertical,Invest-mentType,Date,Industry/Vertical,City,Investor Name,Investment Type,Amount(in USD),Unnamed: 0,Founding Date,Founders,Investors,Investment Stage,0,1,2,3,4,5,6,7,8
,,Fittr,,,,,,,2021,Sep_2021.csv,,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",,,"Health, Wellness & Fitness",Pune,,,$11000000,24.0,2016.0,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",Series A,,,,,,,,,
,,Medikabazaar,,,,,,,2021,Sep_2021.csv,,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",,,Healthtech,Mumbai,,,$75000000,25.0,2014.0,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",Series C,,,,,,,,,
,,Nimble Growth Organics,,,,,,,2021,Sep_2021.csv,,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,,,Farming,Bangalore,,,$Undisclosed,26.0,2016.0,"Rahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",,Seed,,,,,,,,,
,,Delhivery,,,,,,,2021,Sep_2021.csv,,Delhivery is a leading logistics and supply chain services company in India.,,,Logistics & Supply Chain,Gurugram,,,$125000000,27.0,2011.0,Sahil Barua,"Lee Fixel’s venture capital firm, Addition",,,,,,,,,,
,,Akudo,,,,,,,2021,Sep_2021.csv,,A Learning-First Neobank for teenagers - Enable practical financial education for child today,,,Financial Services,Bangalore,,,$4200000,28.0,2020.0,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",Seed,,,,,,,,,
,,Sanctum Wealth,,,,,,,2021,Sep_2021.csv,,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,,,Investment Management,Mumbai,,,$10000000,29.0,2016.0,Shiv Gupta,The Xander Group,,,,,,,,,,
,,88academics,,,,,,,2021,Sep_2021.csv,,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,,,Education,New Delhi,,,$3000000,30.0,2018.0,Anil Ahuja,Aarin Capital,Pre-series A,,,,,,,,,
,,Upgame,,,,,,,2021,Sep_2021.csv,,Upgame is the leading data intelligence and practice tracking platform for golfers,,,sports,Gurugram,,,$Undisclosed,31.0,2017.0,Sameer Sawhney,"James Milner, Adam Lallana",,,,,,,,,,
,,Sanfe,,,,,,,2021,Sep_2021.csv,,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,,,"Health, Wellness & Fitness",New Delhi,,,$1000000,32.0,2018.0,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",Series A,,,,,,,,,
,,PredictiVu,,,,,,,2021,Sep_2021.csv,,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",,,Management Consulting,Gurugram,,,$1500000,33.0,2020.0,,Kunal Sarkar,Pre-seed,,,,,,,,,
,,Sterling Accuris Wellness,,,,,,,2021,Sep_2021.csv,,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",,,Hospital & Health Care,Ahmedabad,,,$30000000,34.0,2016.0,Girish Patel,Morgan Stanley Private Equity Asia,,,,,,,,,,
,,Bijnis,,,,,,,2021,Sep_2021.csv,,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,,,B2B startup,New Delhi,,,$30000000,35.0,2015.0,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,Series B,,,,,,,,,
,,Capital Float,,,,,,,2021,Sep_2021.csv,,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,,,Financial Services,Bangalore,,,$50000000,36.0,2013.0,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,,,,,,,,,,
,,Manch Technologies,,,,,,,2021,Sep_2021.csv,,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",,,Information Technology & Services,Bangalore,,,$1000000,37.0,2017.0,Suresh Anantpurkar,Bharat Inclusion,Pre-series A,,,,,,,,,
,,Sochcast,,,,,,,2021,Sep_2021.csv,,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",,,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,Online Media	#REF!,,,,38.0,2020.0,"Vinners, Raj Nayak, Amritaanshu Agrawal",$Undisclosed,,,,,,,,,,
,,Glamyo Health,,,,,,,2021,Sep_2021.csv,,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,,,Hospital & Health Care,New Delhi,,,$3000000,39.0,2019.0,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,Series A,,,,,,,,,
,,CashBook,,,,,,,2021,Sep_2021.csv,,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",,,FinTech,Gurugram,,,$2300000,40.0,2020.0,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",Seed,,,,,,,,,
,,The Money Club,,,,,,,2021,Sep_2021.csv,,The Money Club is a mobile platform for peer to peer chit funds.,,,Financial Services,Noida,,,$1700000,41.0,2016.0,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",Pre-series A,,,,,,,,,
,,SuperZop,,,,,,,2021,Sep_2021.csv,,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,,,Retail,Mumbai,,,$4000000,42.0,2016.0,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,Series A,,,,,,,,,
,,Zypp Electric,,,,,,,2021,Sep_2021.csv,,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",,,Logistics & Supply Chain,Gurugram,,,$7000000,43.0,2017.0,"Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures",Series A,,,,,,,,,
,,Alpha Coach,,,,,,,2021,Sep_2021.csv,,One to One Personal Fitness Coaching,,,Professional Training & Coaching,Mumbai,,,$1200000,44.0,2021.0,Ketan Mavinkurve,Jani Ventures INC,,,,,,,,,,
,,VRO Hospitality,,,,,,,2021,Sep_2021.csv,,One of the fastest-growing hospitality companies based out of Bangalore.,,,Hospitality,Bangalore,,,$3000000,45.0,2018.0,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,Series A,,,,,,,,,
,,byteXL,,,,,,,2021,Sep_2021.csv,,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",,,E-learning,Hyderabad,,,$200000,46.0,2019.0,"Sricharan Tadepalli, Karun Tadepalli",Joseph Joy,,,,,,,,,,
,,Leena AI,,,,,,,2021,Sep_2021.csv,,AI to help enterprises transform the employee experience.,,,Computer Software,Gurugram,,,$30000000,47.0,2015.0,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners,Series B,,,,,,,,,
,,CARS24,,,,,,,2021,Sep_2021.csv,,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",,,Automotive,Gurugram,,,$450000000,48.0,2015.0,"Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2",Series F,,,,,,,,,
,,Klub,,,,,,,2021,Sep_2021.csv,,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",,,Financial Services,Bangalore,,,$2000000,49.0,2019.0,"Anurakt Jain, Ishita Verma",Trifecta Capital,Debt,,,,,,,,,
,,Bluepad,,,,,,,2021,Sep_2021.csv,,A one-stop solution for aggregated content  in vernacular languages,,,Online Media,Bangalore,,,$200000,50.0,2020.0,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate",Pre-seed,,,,,,,,,
,,FloBiz,,,,,,,2021,Sep_2021.csv,,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,,,Information Technology & Services,Bangalore,,,$31000000,51.0,2019.0,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,Series B,,,,,,,,,
,,Tummoc,,,,,,,2021,Sep_2021.csv,,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,,,Mobility,Bangalore,,,$540000,52.0,2016.0,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",Seed,,,,,,,,,
,,Design Cafe,,,,,,,2021,Sep_2021.csv,,Design Cafe is on a mission to democratize good design for homes in India.,,,Design,Bangalore,,,$25000000,53.0,2015.0,"Shezan Bhojani, Gita Ramanan","Westbridge Capital, Sixth Sense Ventures",,,,,,,,,,
,,PayCardo,,,,,,,2021,Sep_2021.csv,,A true Contactless & Cashless and secure payment system reducing cash dependency,,,Financial Services,Pune,,,$Undisclosed,54.0,2021.0,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,Pre-seed,,,,,,,,,
,,Aerchain,,,,,,,2021,Sep_2021.csv,,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,,,Computer Software,Bangalore,,,$3000000,55.0,2019.0,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",Pre-series A,,,,,,,,,
,,Expertrons,,,,,,,2021,Sep_2021.csv,,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,,,E-learning,Mumbai,,,$Undisclosed,56.0,2019.0,"Jatin Solanki, Vivek Gupta","Kunal Shah, Anant Maheshwari",,,,,,,,,,
,,CuriousJr,,,,,,,2021,Sep_2021.csv,,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,,,E-learning,Gurugram,,,$1000000,57.0,2020.0,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu","WaterBridge Ventures, Enzia Ventures",Seed,,,,,,,,,
,,Wow! Momo,,,,,,,2021,Sep_2021.csv,,WOW! Momo is one of the fastest-growing food brands in India.,,,Food & Beverages,Kolkata,,,$15000000,58.0,2008.0,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,Series C,,,,,,,,,
,,Supertails,,,,,,,2021,Sep_2021.csv,,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,,,Consumer Services,Bangalore,,,$700000,59.0,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,,,,,,,,,,
,,LifeCell,,,,,,,2021,Sep_2021.csv,,A building block of the team that preserves the building blocks of life,,,Biotechnology,Chennai,,,$30000000,60.0,2004.0,S. Abhaya Kumar,Orbimed Asia Partners,,,,,,,,,,
,,ZestMoney,,,,,,,2021,Sep_2021.csv,,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",,,Financial Services,Bangalore,,,$50000000,61.0,2015.0,"Priya Sharma, Lizzie Chapman",Zip Co,Series C,,,,,,,,,
,,FrontRow,,,,,,,2021,Sep_2021.csv,,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",,,E-learning,Bangalore,,,$14000000,62.0,2020.0,"Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",Series A,,,,,,,,,
,,HappyCredit,,,,,,,2021,Sep_2021.csv,,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",,,FinTech,Bangalore,,,$600000,63.0,2020.0,"Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar",Pre-seed,,,,,,,,,
,,Endimension,,,,,,,2021,Sep_2021.csv,,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,,,Healtcare,Mumbai,,,$300000,64.0,2018.0,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,Seed,,,,,,,,,
,,Frenzi,,,,,,,2021,Sep_2021.csv,,India’s Fastest Growing Streaming Social Network,,,Online Media,Mumbai,,,$Undisclosed,65.0,2020.0,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,Seed,,,,,,,,,
,,Leverage Edu,,,,,,,2021,Sep_2021.csv,,India's Most Trusted Study Abroad Platform,,,Higher Education,New Delhi,,,$Undisclosed,66.0,2017.0,Akshay Chaturvedi,"Vijay Shekhar Sharma, Rohit Kapoor, Amanpreet Bajaj, Lalit Singh",,,,,,,,,,
,,BeepKart,,,,,,,2021,Sep_2021.csv,,BeepKart is building a platform to digitize and organize the used two-wheeler market.,,,Automotive,Bangalore,,,$3000000,67.0,2020.0,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures",Seed,,,,,,,,,
,,Lio,,,,,,,2021,Sep_2021.csv,,"Lio is the one app for all data where you can create, keep records and track all the records",,,Computer Software,Pune,,,$5000000,68.0,2020.0,Anupam Vijayvergia,"Lightspeed, Sequioa",Seed,,,,,,,,,
,,TravClan,,,,,,,2021,Sep_2021.csv,,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,,,B2B Travel,New Delhi,,,$2200000,69.0,2018.0,"Arun Bagaria, Ashish Thapliyal",TheVentures,Pre-series A,,,,,,,,,
,,WickedGud,,,,,,,2021,Sep_2021.csv,,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,,,Food & Beverages,Mumbai,,,$340000,70.0,2021.0,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",Pre-seed,,,,,,,,,
,,Enercomp,,,,,,,2021,Sep_2021.csv,,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,,,Information Technology & Services,Ahmedabad,,,$200000,71.0,2013.0,SURESH SHAHDADPURI,ah! Ventures,,,,,,,,,,
,,BetterPlace,,,,,,,2021,Sep_2021.csv,,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",,,Information Technology & Services,Bangalore,,,$24000000,72.0,2014.0,Pravin Agarwala,"Jungle Ventures, CX Partners",Series C,,,,,,,,,
,,Medpho,,,,,,,2021,Sep_2021.csv,,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,,,Hospital & Health Care,Noida,,,$1000000,73.0,2021.0,Shashank Saini,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",,,,,,,,,,
,,LivQuik Technology,,,,,,,2021,Sep_2021.csv,,LivQuik’s vision is to enable the efficient movement of money.,,,Financial Services,Mumbai,,,$4000000,74.0,2012.0,Mohit Lalvani,M2P Fintech,,,,,,,,,,
,,EventBeep,,,,,,,2021,Sep_2021.csv,,An inclusive community where students are inspired and empowered to reach their full potential,,,EdTech,Pune,,,$,75.0,2019.0,"Saurabh Mangrulkar, Rakhi Pal, Venkatesh Prasad","SucSEED  Indovation Fund, Uincept, Palimala Ventures",,,,,,,,,,
,,GTM Buddy,,,,,,,2021,Sep_2021.csv,,Just-in-time Sales Enablement Platform,,,Computer Software,Hyderabad,,,$2000000,76.0,2020.0,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,Seed,,,,,,,,,
,,Gobbly,,,,,,,2021,Sep_2021.csv,,A 24x7 automated retail store filled with daily essentials.,,,Retail,Gurugram,,,$900000,77.0,2019.0,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",Pre-series A,,,,,,,,,
,,HexaHealth,,,,,,,2021,Sep_2021.csv,,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,,,Healthtech,Mumbai,,,$4500000,78.0,2019.0,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna","Omidyar Network India, Chiratae Ventures",Seed,,,,,,,,,
,,Eupheus Learning,,,,,,,2021,Sep_2021.csv,,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,,,E-learning,New Delhi,,,$10000000,79.0,2017.0,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,Series C,,,,,,,,,
,,Easiloan,,,,,,,2021,Sep_2021.csv,,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",,,FinTech,Mumbai,,,$1000000,80.0,2020.0,"Pramod Kathuria, Vishal Dawda",Tomorrow Capital,,,,,,,,,,
,,Anar,,,,,,,2021,Sep_2021.csv,,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,,,Information Technology & Services,Mumbai,,,$6200000,81.0,2019.0,"Nishank Jain, Sanjay Bhat","Elevation Capital, Accel India",Seed,,,,,,,,,
,,Shadez,,,,,,,2021,Sep_2021.csv,,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",,,Consumer Services,Mumbai,,,$200000,82.0,2019.0,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,Pre-series A,,,,,,,,,
,,Vahan,,,,,,,2021,Sep_2021.csv,,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",,,Information Technology & Services,Bangalore,,,$8000000,83.0,2016.0,Madhav Krishna,Khosla Ventures,Series A,,,,,,,,,
,,MPL,,,,,,,2021,Sep_2021.csv,,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",,,Sports,Bangalore,,,$,84.0,2018.0,"Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital,Series E,,,,,,,,,
,,Tinkerly,,,,,,,2021,Sep_2021.csv,,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",,,EdTech,Jaipur,,,$800000,85.0,2015.0,"O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education,,,,,,,,,,
,,Godamwale,,,,,,,2021,Sep_2021.csv,,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,,,Logistics & Supply Chain,Mumbai,,,Seed,86.0,2016.0,"Basant Kumar, Vivek Tiwari, Ranbir Nandan",1000000	#REF!,,,,,,,,,,
,,Artium Academy,,,,,,,2021,Sep_2021.csv,,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,,,Music,Mumbai,,,$750000,87.0,2021.0,"Ashish Joshi, Nithya Sudhir","Sonu Nigam, Whiteboard Capital",Seed,,,,,,,,,
,,Awon GameZ,,,,,,,2021,Sep_2021.csv,,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",,,Gaming,Noida,,,$2000000,88.0,2020.0,Amardeep Bajpai,Aditya Duggar,Seed,,,,,,,,,
,,Ayu Health,,,,,,,2021,Sep_2021.csv,,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,,,"Health, Wellness & Fitness",Bangalore,,,$6300000,89.0,2019.0,"Himesh Joshi, Arijit Gupta, Karan Gupta","Vertex Ventures, Stellaris Venture Partners",Series A,,,,,,,,,
,,Apna,,,,,,,2021,Sep_2021.csv,,India's largest professional networking & job opportunities platform for the rising workforce.,,,Recruitment,Bangalore,,,$100000000,90.0,2019.0,Nirmit Parikh,Tiger Global,Series C,,,,,,,,,
,,BharatAgri,,,,,,,2021,Sep_2021.csv,,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,,,AgriTech,Bangalore,,,$6500000,91.0,2017.0,"Sai Gole, Siddharth Dialani","Omnivore, India Quotient",Series A,,,,,,,,,
